year,county,state,county_name,income,perc_change,est_mortgage,income_needed,actual_needed_diff,actual_needed_ratio
 2020,Wayne,IA,"Wayne, IA",45248,8,344,14743,30505,3.07
 2021,Wayne,IA,"Wayne, IA",50859,12,471,20186,30673,2.52
 2019,Wayne,IL,"Wayne, IL",39153,0,415,17786,21367,2.2
 2020,Wayne,IL,"Wayne, IL",43465,11,591,25329,18136,1.72
 2021,Wayne,IL,"Wayne, IL",48754,12,621,26614,22140,1.83
 2019,Wayne,IN,"Wayne, IN",41867,0,429,18386,23481,2.28
 2020,Wayne,IN,"Wayne, IN",45140,8,461,19757,25383,2.28
 2021,Wayne,IN,"Wayne, IN",48785,8,567,24300,24485,2.01
 2019,Wayne,KY,"Wayne, KY",30300,0,794,34029,-3729,0.89
 2020,Wayne,KY,"Wayne, KY",34737,15,860,36857,-2120,0.94
 2021,Wayne,KY,"Wayne, KY",38628,11,973,41700,-3072,0.93
 2019,Wayne,MI,"Wayne, MI",43271,0,547,23443,19828,1.85
 2020,Wayne,MI,"Wayne, MI",47533,10,571,24471,23062,1.94
 2021,Wayne,MI,"Wayne, MI",50610,7,710,30429,20181,1.66
 2019,Wayne,MO,"Wayne, MO",35865,0,529,22671,13194,1.58
 2020,Wayne,MO,"Wayne, MO",39972,12,473,20271,19701,1.97
 2021,Wayne,MO,"Wayne, MO",42678,7,695,29786,12892,1.43
 2019,Wayne,MS,"Wayne, MS",37296,0,555,23786,13510,1.57
 2020,Wayne,MS,"Wayne, MS",38401,3,633,27129,11272,1.42
 2021,Wayne,MS,"Wayne, MS",43439,13,701,30043,13396,1.45
 2019,Wayne,NC,"Wayne, NC",42187,0,850,36429,5758,1.16
 2020,Wayne,NC,"Wayne, NC",45415,8,924,39600,5815,1.15
 2021,Wayne,NC,"Wayne, NC",49881,10,913,39129,10752,1.27
 2019,Wayne,NE,"Wayne, NE",43613,0,683,29271,14342,1.49
 2020,Wayne,NE,"Wayne, NE",48187,11,773,33129,15058,1.45
 2021,Wayne,NE,"Wayne, NE",51852,8,1084,46457,5395,1.12
 2019,Wayne,NY,"Wayne, NY",47651,0,851,36471,11180,1.31
 2020,Wayne,NY,"Wayne, NY",51428,8,857,36729,14699,1.4
 2021,Wayne,NY,"Wayne, NY",53499,4,901,38614,14885,1.39
 2019,Wayne,OH,"Wayne, OH",46253,0,868,37200,9053,1.24
 2020,Wayne,OH,"Wayne, OH",49525,7,798,34200,15325,1.45
 2021,Wayne,OH,"Wayne, OH",52817,7,957,41014,11803,1.29
 2019,Wayne,PA,"Wayne, PA",45567,0,904,38743,6824,1.18
 2020,Wayne,PA,"Wayne, PA",49187,8,965,41357,7830,1.19
 2021,Wayne,PA,"Wayne, PA",52351,6,1418,60771,-8420,0.86
 2019,Wayne,TN,"Wayne, TN",30283,0,721,30900,-617,0.98
 2020,Wayne,TN,"Wayne, TN",33461,11,692,29657,3804,1.13
 2021,Wayne,TN,"Wayne, TN",35726,7,772,33086,2640,1.08
 2019,Wayne,UT,"Wayne, UT",45183,0,1533,65700,-20517,0.69
 2020,Wayne,UT,"Wayne, UT",50067,11,3205,137357,-87290,0.36
 2021,Wayne,UT,"Wayne, UT",52647,5,10152,435086,-382439,0.12
 2019,Wayne,WV,"Wayne, WV",35735,0,604,25886,9849,1.38
 2020,Wayne,WV,"Wayne, WV",37986,6,514,22029,15957,1.72
 2021,Wayne,WV,"Wayne, WV",41080,8,627,26871,14209,1.53
 2019,Weakley,TN,"Weakley, TN",38337,0,659,28243,10094,1.36
 2020,Weakley,TN,"Weakley, TN",41133,7,609,26100,15033,1.58
 2021,Weakley,TN,"Weakley, TN",45366,10,1109,47529,-2163,0.95
 2019,Webb,TX,"Webb, TX",34757,0,858,36771,-2014,0.95
 2020,Webb,TX,"Webb, TX",37273,7,902,38657,-1384,0.96
 2021,Webb,TX,"Webb, TX",40850,10,1080,46286,-5436,0.88
 2019,Weber,UT,"Weber, UT",43032,0,1818,77914,-34882,0.55
 2020,Weber,UT,"Weber, UT",46230,7,1808,77486,-31256,0.6
 2021,Weber,UT,"Weber, UT",49857,8,2076,88971,-39114,0.56
 2019,Webster,GA,"Webster, GA",38238,0,87,3729,34509,10.25
 2020,Webster,GA,"Webster, GA",41223,8,516,22114,19109,1.86
 2021,Webster,GA,"Webster, GA",43682,6,571,24471,19211,1.79
 2019,Webster,IA,"Webster, IA",45717,0,594,25457,20260,1.8
 2020,Webster,IA,"Webster, IA",47734,4,606,25971,21763,1.84
 2021,Webster,IA,"Webster, IA",51331,8,635,27214,24117,1.89
 2019,Webster,KY,"Webster, KY",39708,0,636,27257,12451,1.46
 2020,Webster,KY,"Webster, KY",41820,5,666,28543,13277,1.47
 2021,Webster,KY,"Webster, KY",48336,16,483,20700,27636,2.34
 2019,Webster,LA,"Webster, LA",42116,0,647,27729,14387,1.52
 2020,Webster,LA,"Webster, LA",46378,10,605,25929,20449,1.79
 2021,Webster,LA,"Webster, LA",49944,8,608,26057,23887,1.92
 2019,Webster,MO,"Webster, MO",34607,0,865,37071,-2464,0.93
 2020,Webster,MO,"Webster, MO",37195,8,1053,45129,-7934,0.82
 2021,Webster,MO,"Webster, MO",39976,8,1326,56829,-16853,0.7
 2019,Webster,MS,"Webster, MS",39308,0,721,30900,8408,1.27
 2020,Webster,MS,"Webster, MS",42236,7,861,36900,5336,1.14
 2021,Webster,MS,"Webster, MS",44543,6,867,37157,7386,1.2
 2019,Webster,NE,"Webster, NE",51108,0,1009,43243,7865,1.18
 2020,Webster,NE,"Webster, NE",54802,7,872,37371,17431,1.47
 2021,Webster,NE,"Webster, NE",57191,4,813,34843,22348,1.64
 2019,Webster,WV,"Webster, WV",29405,0,363,15557,13848,1.89
 2020,Webster,WV,"Webster, WV",32667,11,312,13371,19296,2.44
 2021,Webster,WV,"Webster, WV",34564,6,216,9257,25307,3.73
 2019,Weld,CO,"Weld, CO",50117,0,1911,81900,-31783,0.61
 2020,Weld,CO,"Weld, CO",52354,5,2045,87643,-35289,0.6
 2021,Weld,CO,"Weld, CO",56553,8,2306,98829,-42276,0.57
 2019,Wells,IN,"Wells, IN",42667,0,641,27471,15196,1.55
 2020,Wells,IN,"Wells, IN",45661,7,668,28629,17032,1.59
 2021,Wells,IN,"Wells, IN",49953,9,907,38871,11082,1.29
 2019,Wells,ND,"Wells, ND",58274,0,361,15471,42803,3.77
 2020,Wells,ND,"Wells, ND",76369,31,359,15386,60983,4.96
 2021,Wells,ND,"Wells, ND",82108,8,989,42386,39722,1.94
 2019,West Baton Rouge,LA,"West Baton Rouge, LA",48301,0,1159,49671,-1370,0.97
 2020,West Baton Rouge,LA,"West Baton Rouge, LA",51864,7,1171,50186,1678,1.03
 2021,West Baton Rouge,LA,"West Baton Rouge, LA",54404,5,1268,54343,61,1
 2019,West Carroll,LA,"West Carroll, LA",34982,0,437,18729,16253,1.87
 2020,West Carroll,LA,"West Carroll, LA",41431,18,345,14786,26645,2.8
 2021,West Carroll,LA,"West Carroll, LA",43241,4,697,29871,13370,1.45
 2019,West Feliciana,LA,"West Feliciana, LA",40309,0,1618,69343,-29034,0.58
 2020,West Feliciana,LA,"West Feliciana, LA",42753,6,1144,49029,-6276,0.87
 2021,West Feliciana,LA,"West Feliciana, LA",45199,6,2378,101914,-56715,0.44
 2019,Westchester,NY,"Westchester, NY",107755,0,3309,141814,-34059,0.76
 2020,Westchester,NY,"Westchester, NY",112096,4,3288,140914,-28818,0.8
 2021,Westchester,NY,"Westchester, NY",119705,7,2565,109929,9776,1.09
 2019,Weston,WY,"Weston, WY",46281,0,830,35571,10710,1.3
 2020,Weston,WY,"Weston, WY",47499,3,812,34800,12699,1.36
 2021,Weston,WY,"Weston, WY",49526,4,888,38057,11469,1.3
 2019,Wetzel,WV,"Wetzel, WV",38292,0,751,32186,6106,1.19
 2020,Wetzel,WV,"Wetzel, WV",39949,4,657,28157,11792,1.42
 2021,Wetzel,WV,"Wetzel, WV",43357,9,781,33471,9886,1.3
 2019,Wexford,MI,"Wexford, MI",37886,0,719,30814,7072,1.23
 2020,Wexford,MI,"Wexford, MI",41937,11,864,37029,4908,1.13
 2021,Wexford,MI,"Wexford, MI",44697,7,864,37029,7668,1.21
 2019,Wharton,TX,"Wharton, TX",46646,0,893,38271,8375,1.22
 2020,Wharton,TX,"Wharton, TX",48423,4,906,38829,9594,1.25
 2021,Wharton,TX,"Wharton, TX",52948,9,1107,47443,5505,1.12
 2019,Whatcom,WA,"Whatcom, WA",51683,0,2027,86871,-35188,0.59
 2020,Whatcom,WA,"Whatcom, WA",54927,6,2139,91671,-36744,0.6
 2021,Whatcom,WA,"Whatcom, WA",58137,6,2877,123300,-65163,0.47
 2019,Wheeler,GA,"Wheeler, GA",19726,0,571,24471,-4745,0.81
 2020,Wheeler,GA,"Wheeler, GA",22227,13,345,14786,7441,1.5
 2021,Wheeler,GA,"Wheeler, GA",24241,9,1019,43671,-19430,0.56
 2019,Wheeler,NE,"Wheeler, NE",73088,0,695,29786,43302,2.45
 2020,Wheeler,NE,"Wheeler, NE",72748,-1,463,19843,52905,3.67
 2021,Wheeler,NE,"Wheeler, NE",83722,15,783,33557,50165,2.49
 2019,Wheeler,OR,"Wheeler, OR",36225,0,1197,51300,-15075,0.71
 2020,Wheeler,OR,"Wheeler, OR",39648,9,1119,47957,-8309,0.83
 2021,Wheeler,OR,"Wheeler, OR",42637,8,1543,66129,-23492,0.64
 2019,Wheeler,TX,"Wheeler, TX",43274,0,413,17700,25574,2.44
 2020,Wheeler,TX,"Wheeler, TX",46553,8,369,15814,30739,2.94
 2021,Wheeler,TX,"Wheeler, TX",49906,7,582,24943,24963,2
 2019,White Pine,NV,"White Pine, NV",48628,0,594,25457,23171,1.91
 2020,White Pine,NV,"White Pine, NV",53734,11,676,28971,24763,1.85
 2021,White Pine,NV,"White Pine, NV",56241,5,889,38100,18141,1.48
 2019,White,AR,"White, AR",37253,0,669,28671,8582,1.3
 2020,White,AR,"White, AR",39958,7,670,28714,11244,1.39
 2021,White,AR,"White, AR",42743,7,852,36514,6229,1.17
 2019,White,GA,"White, GA",40768,0,964,41314,-546,0.99
 2020,White,GA,"White, GA",43695,7,1196,51257,-7562,0.85
 2021,White,GA,"White, GA",46899,7,1756,75257,-28358,0.62
 2019,White,IL,"White, IL",47588,0,417,17871,29717,2.66
 2020,White,IL,"White, IL",50024,5,365,15643,34381,3.2
 2021,White,IL,"White, IL",55372,11,394,16886,38486,3.28
 2019,White,IN,"White, IN",43407,0,797,34157,9250,1.27
 2020,White,IN,"White, IN",47617,10,827,35443,12174,1.34
 2021,White,IN,"White, IN",51422,8,978,41914,9508,1.23
 2019,White,TN,"White, TN",35019,0,834,35743,-724,0.98
 2020,White,TN,"White, TN",37603,7,962,41229,-3626,0.91
 2021,White,TN,"White, TN",40770,8,1447,62014,-21244,0.66
 2019,Whiteside,IL,"Whiteside, IL",43859,0,466,19971,23888,2.2
 2020,Whiteside,IL,"Whiteside, IL",48391,10,429,18386,30005,2.63
 2021,Whiteside,IL,"Whiteside, IL",52341,8,515,22071,30270,2.37
 2019,Whitfield,GA,"Whitfield, GA",40991,0,875,37500,3491,1.09
 2020,Whitfield,GA,"Whitfield, GA",44590,9,945,40500,4090,1.1
 2021,Whitfield,GA,"Whitfield, GA",47545,7,1198,51343,-3798,0.93
 2019,Whitley,IN,"Whitley, IN",47331,0,907,38871,8460,1.22
 2020,Whitley,IN,"Whitley, IN",50179,6,848,36343,13836,1.38
 2021,Whitley,IN,"Whitley, IN",53969,8,885,37929,16040,1.42
 2019,Whitley,KY,"Whitley, KY",34631,0,697,29871,4760,1.16
 2020,Whitley,KY,"Whitley, KY",38398,11,741,31757,6641,1.21
 2021,Whitley,KY,"Whitley, KY",42266,10,1111,47614,-5348,0.89
 2019,Whitman,WA,"Whitman, WA",40744,0,1352,57943,-17199,0.7
 2020,Whitman,WA,"Whitman, WA",44226,9,1367,58586,-14360,0.75
 2021,Whitman,WA,"Whitman, WA",46502,5,1641,70329,-23827,0.66
 2019,Wibaux,MT,"Wibaux, MT",41574,0,213,9129,32445,4.55
 2020,Wibaux,MT,"Wibaux, MT",45705,10,245,10500,35205,4.35
 2021,Wibaux,MT,"Wibaux, MT",48904,7,767,32871,16033,1.49
 2019,Wichita,KS,"Wichita, KS",60081,0,950,40714,19367,1.48
 2020,Wichita,KS,"Wichita, KS",58891,-2,761,32614,26277,1.81
 2021,Wichita,KS,"Wichita, KS",59792,2,364,15600,44192,3.83
 2019,Wichita,TX,"Wichita, TX",45009,0,630,27000,18009,1.67
 2020,Wichita,TX,"Wichita, TX",47089,5,628,26914,20175,1.75
 2021,Wichita,TX,"Wichita, TX",50210,7,775,33214,16996,1.51
 2019,Wicomico,MD,"Wicomico, MD",40580,0,926,39686,894,1.02
 2020,Wicomico,MD,"Wicomico, MD",43648,8,1061,45471,-1823,0.96
 2021,Wicomico,MD,"Wicomico, MD",46893,7,1226,52543,-5650,0.89
 2019,Wilbarger,TX,"Wilbarger, TX",51145,0,601,25757,25388,1.99
 2020,Wilbarger,TX,"Wilbarger, TX",53397,4,416,17829,35568,2.99
 2021,Wilbarger,TX,"Wilbarger, TX",59952,12,399,17100,42852,3.51
 2019,Wilcox,AL,"Wilcox, AL",33078,0,768,32914,164,1
 2020,Wilcox,AL,"Wilcox, AL",36742,11,874,37457,-715,0.98
 2021,Wilcox,AL,"Wilcox, AL",39354,7,1274,54600,-15246,0.72
 2019,Wilcox,GA,"Wilcox, GA",27763,0,469,20100,7663,1.38
 2020,Wilcox,GA,"Wilcox, GA",28996,4,496,21257,7739,1.36
 2021,Wilcox,GA,"Wilcox, GA",32288,11,1122,48086,-15798,0.67
 2019,Wilkes,GA,"Wilkes, GA",42207,0,1038,44486,-2279,0.95
 2020,Wilkes,GA,"Wilkes, GA",42864,2,1211,51900,-9036,0.83
 2021,Wilkes,GA,"Wilkes, GA",48806,14,1139,48814,-8,1
 2019,Wilkes,NC,"Wilkes, NC",38955,0,1023,43843,-4888,0.89
 2020,Wilkes,NC,"Wilkes, NC",41739,7,1256,53829,-12090,0.78
 2021,Wilkes,NC,"Wilkes, NC",46169,11,1337,57300,-11131,0.81
 2019,Wilkin,MN,"Wilkin, MN",48502,0,799,34243,14259,1.42
 2020,Wilkin,MN,"Wilkin, MN",58334,20,765,32786,25548,1.78
 2021,Wilkin,MN,"Wilkin, MN",65570,12,735,31500,34070,2.08
 2019,Wilkinson,GA,"Wilkinson, GA",36071,0,388,16629,19442,2.17
 2020,Wilkinson,GA,"Wilkinson, GA",40069,11,523,22414,17655,1.79
 2021,Wilkinson,GA,"Wilkinson, GA",42625,6,579,24814,17811,1.72
 2019,Wilkinson,MS,"Wilkinson, MS",30188,0,926,39686,-9498,0.76
 2020,Wilkinson,MS,"Wilkinson, MS",34316,14,687,29443,4873,1.17
 2021,Wilkinson,MS,"Wilkinson, MS",36890,8,742,31800,5090,1.16
 2019,Will,IL,"Will, IL",54695,0,1355,58071,-3376,0.94
 2020,Will,IL,"Will, IL",57813,6,1401,60043,-2230,0.96
 2021,Will,IL,"Will, IL",62272,8,1558,66771,-4499,0.93
 2019,Willacy,TX,"Willacy, TX",29395,0,826,35400,-6005,0.83
 2020,Willacy,TX,"Willacy, TX",32960,12,1163,49843,-16883,0.66
 2021,Willacy,TX,"Willacy, TX",37792,15,1244,53314,-15522,0.71
 2019,Williams,ND,"Williams, ND",66244,0,1194,51171,15073,1.29
 2020,Williams,ND,"Williams, ND",61077,-8,1442,61800,-723,0.99
 2021,Williams,ND,"Williams, ND",63689,4,1357,58157,5532,1.1
 2019,Williams,OH,"Williams, OH",42545,0,480,20571,21974,2.07
 2020,Williams,OH,"Williams, OH",45983,8,515,22071,23912,2.08
 2021,Williams,OH,"Williams, OH",49310,7,544,23314,25996,2.12
 2019,Williamsburg,SC,"Williamsburg, SC",33664,0,688,29486,4178,1.14
 2020,Williamsburg,SC,"Williamsburg, SC",37456,11,477,20443,17013,1.83
 2021,Williamsburg,SC,"Williamsburg, SC",40746,9,752,32229,8517,1.26
 2019,Williamson,IL,"Williamson, IL",45632,0,604,25886,19746,1.76
 2020,Williamson,IL,"Williamson, IL",48962,7,606,25971,22991,1.89
 2021,Williamson,IL,"Williamson, IL",52329,7,561,24043,28286,2.18
 2019,Williamson,TN,"Williamson, TN",95806,0,2938,125914,-30108,0.76
 2020,Williamson,TN,"Williamson, TN",99408,4,3171,135900,-36492,0.73
 2021,Williamson,TN,"Williamson, TN",107698,8,4975,213214,-105516,0.51
 2019,Williamson,TX,"Williamson, TX",54444,0,1496,64114,-9670,0.85
 2020,Williamson,TX,"Williamson, TX",57236,5,1487,63729,-6493,0.9
 2021,Williamson,TX,"Williamson, TX",62931,10,2388,102343,-39412,0.61
 2019,Wilson,KS,"Wilson, KS",41246,0,327,14014,27232,2.94
 2020,Wilson,KS,"Wilson, KS",45110,9,368,15771,29339,2.86
 2021,Wilson,KS,"Wilson, KS",47962,6,497,21300,26662,2.25
 2019,Wilson,NC,"Wilson, NC",41803,0,656,28114,13689,1.49
 2020,Wilson,NC,"Wilson, NC",44562,7,780,33429,11133,1.33
 2021,Wilson,NC,"Wilson, NC",48642,9,969,41529,7113,1.17
 2019,Wilson,TN,"Wilson, TN",52573,0,1858,79629,-27056,0.66
 2020,Wilson,TN,"Wilson, TN",54619,4,1881,80614,-25995,0.68
 2021,Wilson,TN,"Wilson, TN",59229,8,2083,89271,-30042,0.66
 2019,Wilson,TX,"Wilson, TX",50561,0,1691,72471,-21910,0.7
 2020,Wilson,TX,"Wilson, TX",52093,3,1734,74314,-22221,0.7
 2021,Wilson,TX,"Wilson, TX",55762,7,2159,92529,-36767,0.6
 2019,Windham,CT,"Windham, CT",47872,0,1193,51129,-3257,0.94
 2020,Windham,CT,"Windham, CT",51376,7,1235,52929,-1553,0.97
 2021,Windham,CT,"Windham, CT",55261,8,1432,61371,-6110,0.9
 2019,Windham,VT,"Windham, VT",49643,0,1391,59614,-9971,0.83
 2020,Windham,VT,"Windham, VT",53569,8,1436,61543,-7974,0.87
 2021,Windham,VT,"Windham, VT",55841,4,1609,68957,-13116,0.81
 2019,Windsor,VT,"Windsor, VT",61443,0,1585,67929,-6486,0.9
 2020,Windsor,VT,"Windsor, VT",65431,7,1693,72557,-7126,0.9
 2021,Windsor,VT,"Windsor, VT",69523,6,1933,82843,-13320,0.84
 2019,Winkler,TX,"Winkler, TX",66674,0,917,39300,27374,1.7
 2020,Winkler,TX,"Winkler, TX",60555,-9,929,39814,20741,1.52
 2021,Winkler,TX,"Winkler, TX",66180,9,1026,43971,22209,1.51
 2019,Winn,LA,"Winn, LA",39040,0,626,26829,12211,1.46
 2020,Winn,LA,"Winn, LA",43630,12,837,35871,7759,1.22
 2021,Winn,LA,"Winn, LA",47071,8,697,29871,17200,1.58
 2019,Winnebago,IA,"Winnebago, IA",41580,0,500,21429,20151,1.94
 2020,Winnebago,IA,"Winnebago, IA",44867,8,479,20529,24338,2.19
 2021,Winnebago,IA,"Winnebago, IA",50769,13,544,23314,27455,2.18
 2019,Winnebago,IL,"Winnebago, IL",43550,0,602,25800,17750,1.69
 2020,Winnebago,IL,"Winnebago, IL",47062,8,602,25800,21262,1.82
 2021,Winnebago,IL,"Winnebago, IL",50510,7,591,25329,25181,1.99
 2019,Winnebago,WI,"Winnebago, WI",49145,0,863,36986,12159,1.33
 2020,Winnebago,WI,"Winnebago, WI",51751,5,1147,49157,2594,1.05
 2021,Winnebago,WI,"Winnebago, WI",55202,7,1153,49414,5788,1.12
 2019,Winneshiek,IA,"Winneshiek, IA",50096,0,934,40029,10067,1.25
 2020,Winneshiek,IA,"Winneshiek, IA",54556,9,1268,54343,213,1
 2021,Winneshiek,IA,"Winneshiek, IA",58872,8,1380,59143,-271,1
 2019,Winona,MN,"Winona, MN",49315,0,819,35100,14215,1.4
 2020,Winona,MN,"Winona, MN",53431,8,957,41014,12417,1.3
 2021,Winona,MN,"Winona, MN",56240,5,1030,44143,12097,1.27
 2019,Winston,AL,"Winston, AL",35599,0,1304,55886,-20287,0.64
 2020,Winston,AL,"Winston, AL",38472,8,1625,69643,-31171,0.55
 2021,Winston,AL,"Winston, AL",41700,8,2174,93171,-51471,0.45
 2019,Winston,MS,"Winston, MS",37305,0,531,22757,14548,1.64
 2020,Winston,MS,"Winston, MS",39796,7,617,26443,13353,1.5
 2021,Winston,MS,"Winston, MS",43238,9,535,22929,20309,1.89
 2019,Wirt,WV,"Wirt, WV",35094,0,501,21471,13623,1.63
 2020,Wirt,WV,"Wirt, WV",37662,7,726,31114,6548,1.21
 2021,Wirt,WV,"Wirt, WV",40858,9,777,33300,7558,1.23
 2019,Wise,TX,"Wise, TX",47794,0,1426,61114,-13320,0.78
 2020,Wise,TX,"Wise, TX",50376,5,1543,66129,-15753,0.76
 2021,Wise,TX,"Wise, TX",53871,7,1910,81857,-27986,0.66
 2019,Wolfe,KY,"Wolfe, KY",33886,0,600,25714,8172,1.32
 2020,Wolfe,KY,"Wolfe, KY",39286,16,602,25800,13486,1.52
 2021,Wolfe,KY,"Wolfe, KY",45286,15,1325,56786,-11500,0.8
 2019,Wood,OH,"Wood, OH",48351,0,1095,46929,1422,1.03
 2020,Wood,OH,"Wood, OH",51122,6,1175,50357,765,1.02
 2021,Wood,OH,"Wood, OH",53892,5,1223,52414,1478,1.03
 2019,Wood,TX,"Wood, TX",42156,0,944,40457,1699,1.04
 2020,Wood,TX,"Wood, TX",44730,6,1163,49843,-5113,0.9
 2021,Wood,TX,"Wood, TX",47546,6,1104,47314,232,1
 2019,Wood,WI,"Wood, WI",47395,0,649,27814,19581,1.7
 2020,Wood,WI,"Wood, WI",50185,6,654,28029,22156,1.79
 2021,Wood,WI,"Wood, WI",53122,6,792,33943,19179,1.57
 2019,Wood,WV,"Wood, WV",46670,0,668,28629,18041,1.63
 2020,Wood,WV,"Wood, WV",48212,3,736,31543,16669,1.53
 2021,Wood,WV,"Wood, WV",52329,9,757,32443,19886,1.61
 2019,Woodbury,IA,"Woodbury, IA",43943,0,926,39686,4257,1.11
 2020,Woodbury,IA,"Woodbury, IA",46975,7,858,36771,10204,1.28
 2021,Woodbury,IA,"Woodbury, IA",50607,8,835,35786,14821,1.41
 2019,Woodford,IL,"Woodford, IL",52324,0,695,29786,22538,1.76
 2020,Woodford,IL,"Woodford, IL",56401,8,853,36557,19844,1.54
 2021,Woodford,IL,"Woodford, IL",60004,6,699,29957,30047,2
 2019,Woodford,KY,"Woodford, KY",53587,0,1532,65657,-12070,0.82
 2020,Woodford,KY,"Woodford, KY",56003,5,1771,75900,-19897,0.74
 2021,Woodford,KY,"Woodford, KY",59860,7,1571,67329,-7469,0.89
 2019,Woodruff,AR,"Woodruff, AR",38049,0,398,17057,20992,2.23
 2020,Woodruff,AR,"Woodruff, AR",46730,23,326,13971,32759,3.34
 2021,Woodruff,AR,"Woodruff, AR",49050,5,492,21086,27964,2.33
 2019,Woods,OK,"Woods, OK",44862,0,534,22886,21976,1.96
 2020,Woods,OK,"Woods, OK",46245,3,434,18600,27645,2.49
 2021,Woods,OK,"Woods, OK",50198,9,502,21514,28684,2.33
 2019,Woodson,KS,"Woodson, KS",38265,0,374,16029,22236,2.39
 2020,Woodson,KS,"Woodson, KS",42420,11,275,11786,30634,3.6
 2021,Woodson,KS,"Woodson, KS",47014,11,283,12129,34885,3.88
 2019,Woodward,OK,"Woodward, OK",37189,0,770,33000,4189,1.13
 2020,Woodward,OK,"Woodward, OK",39048,5,701,30043,9005,1.3
 2021,Woodward,OK,"Woodward, OK",41180,6,577,24729,16451,1.67
 2019,Worcester,MA,"Worcester, MA",56730,0,1671,71614,-14884,0.79
 2020,Worcester,MA,"Worcester, MA",61577,9,1821,78043,-16466,0.79
 2021,Worcester,MA,"Worcester, MA",65793,7,1958,83914,-18121,0.78
 2019,Worcester,MD,"Worcester, MD",57078,0,1487,63729,-6651,0.9
 2020,Worcester,MD,"Worcester, MD",60440,6,1567,67157,-6717,0.9
 2021,Worcester,MD,"Worcester, MD",63811,6,2158,92486,-28675,0.69
 2019,Worth,GA,"Worth, GA",34947,0,648,27771,7176,1.26
 2020,Worth,GA,"Worth, GA",38024,9,917,39300,-1276,0.97
 2021,Worth,GA,"Worth, GA",41431,9,835,35786,5645,1.16
 2019,Worth,IA,"Worth, IA",41759,0,559,23957,17802,1.74
 2020,Worth,IA,"Worth, IA",45956,10,610,26143,19813,1.76
 2021,Worth,IA,"Worth, IA",53342,16,502,21514,31828,2.48
 2019,Worth,MO,"Worth, MO",37715,0,460,19714,18001,1.91
 2020,Worth,MO,"Worth, MO",40892,8,288,12343,28549,3.31
 2021,Worth,MO,"Worth, MO",41952,3,679,29100,12852,1.44
 2019,Wright,IA,"Wright, IA",47573,0,513,21986,25587,2.16
 2020,Wright,IA,"Wright, IA",48666,2,578,24771,23895,1.96
 2021,Wright,IA,"Wright, IA",56543,16,665,28500,28043,1.98
 2019,Wright,MN,"Wright, MN",52363,0,1580,67714,-15351,0.77
 2020,Wright,MN,"Wright, MN",55217,6,1598,68486,-13269,0.81
 2021,Wright,MN,"Wright, MN",58756,6,1930,82714,-23958,0.71
 2019,Wright,MO,"Wright, MO",33209,0,570,24429,8780,1.36
 2020,Wright,MO,"Wright, MO",36432,10,707,30300,6132,1.2
 2021,Wright,MO,"Wright, MO",38544,6,686,29400,9144,1.31
 2019,Wyoming,NY,"Wyoming, NY",41950,0,500,21429,20521,1.96
 2020,Wyoming,NY,"Wyoming, NY",45927,10,628,26914,19013,1.71
 2021,Wyoming,NY,"Wyoming, NY",49062,7,899,38529,10533,1.27
 2019,Wyoming,PA,"Wyoming, PA",48722,0,903,38700,10022,1.26
 2020,Wyoming,PA,"Wyoming, PA",52731,8,851,36471,16260,1.45
 2021,Wyoming,PA,"Wyoming, PA",55902,6,1005,43071,12831,1.3
 2019,Wyoming,WV,"Wyoming, WV",29637,0,285,12214,17423,2.43
 2020,Wyoming,WV,"Wyoming, WV",31806,7,289,12386,19420,2.57
 2021,Wyoming,WV,"Wyoming, WV",34881,10,318,13629,21252,2.56
 2019,Wythe,VA,"Wythe, VA",36422,0,838,35914,508,1.01
 2020,Wythe,VA,"Wythe, VA",39930,10,845,36214,3716,1.1
 2021,Wythe,VA,"Wythe, VA",43593,9,1293,55414,-11821,0.79
 2019,Yadkin,NC,"Yadkin, NC",39450,0,830,35571,3879,1.11
 2020,Yadkin,NC,"Yadkin, NC",41874,6,1043,44700,-2826,0.94
 2021,Yadkin,NC,"Yadkin, NC",46172,10,1170,50143,-3971,0.92
 2019,Yakima,WA,"Yakima, WA",43208,0,1452,62229,-19021,0.69
 2020,Yakima,WA,"Yakima, WA",47315,10,1495,64071,-16756,0.74
 2021,Yakima,WA,"Yakima, WA",50872,8,1818,77914,-27042,0.65
 2019,Yalobusha,MS,"Yalobusha, MS",36651,0,466,19971,16680,1.84
 2020,Yalobusha,MS,"Yalobusha, MS",39591,8,444,19029,20562,2.08
 2021,Yalobusha,MS,"Yalobusha, MS",41761,6,866,37114,4647,1.13
 2019,Yamhill,OR,"Yamhill, OR",47337,0,2109,90386,-43049,0.52
 2020,Yamhill,OR,"Yamhill, OR",51486,9,2253,96557,-45071,0.53
 2021,Yamhill,OR,"Yamhill, OR",55802,8,2376,101829,-46027,0.55
 2019,Yancey,NC,"Yancey, NC",37365,0,1407,60300,-22935,0.62
 2020,Yancey,NC,"Yancey, NC",39832,7,1578,67629,-27797,0.59
 2021,Yancey,NC,"Yancey, NC",41892,5,2475,106071,-64179,0.39
 2019,Yankton,SD,"Yankton, SD",51256,0,920,39429,11827,1.3
 2020,Yankton,SD,"Yankton, SD",54361,6,993,42557,11804,1.28
 2021,Yankton,SD,"Yankton, SD",59224,9,1225,52500,6724,1.13
